"Date","Source","Actor","IOCType","IOCValue","Context","Link"
"2026-04-07 14:06:29 UTC","ThreatFox","TA584","Domain","blatnoitovar.xyz","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 14:03:56 UTC","ThreatFox","TA584","URL","https://laboteksol.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 14:03:36 UTC","ThreatFox","TA584","Domain","laboteksol.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 13:57:28 UTC","ThreatFox","TA584","URL","https://jhanakcollection.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 13:57:14 UTC","ThreatFox","TA584","Domain","jhanakcollection.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 13:54:47 UTC","ThreatFox","TA584","URL","https://www.ieedn.org","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 13:54:23 UTC","ThreatFox","TA584","Domain","ieedn.org","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 13:49:17 UTC","ThreatFox","TA584","URL","https://electricistayplomerord.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 13:48:59 UTC","ThreatFox","TA584","Domain","electricistayplomerord.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 13:42:50 UTC","ThreatFox","TA584","URL","https://bookingaccont.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 13:42:32 UTC","ThreatFox","TA584","Domain","bookingaccont.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 13:41:14 UTC","ThreatFox","TA584","URL","https://annamirror.design","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 13:40:56 UTC","ThreatFox","TA584","Domain","annamirror.design","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 13:32:33 UTC","ThreatFox","TA584","URL","https://kitchenconverter.net","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 13:32:13 UTC","ThreatFox","TA584","Domain","kitchenconverter.net","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 13:31:11 UTC","ThreatFox","TA584","URL","https://coverfashion.in","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 13:30:51 UTC","ThreatFox","TA584","Domain","coverfashion.in","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 13:28:58 UTC","ThreatFox","TA584","URL","https://www.vescel.es","threat=payload_delivery; malware=unknown (tag=ClickFix)",
